index,longitude,latitude,section,route,distance_miles,distance_kilometers,avg_time_to_complete
3830,-3.0888359,55.9439427,8,Edinburgh to Prestonpans,10,16,2.5
3831,-3.0886115,55.9440601,8,Edinburgh to Prestonpans,10,16,2.5
3832,-3.0885528,55.9441012,8,Edinburgh to Prestonpans,10,16,2.5
3833,-3.0884751,55.9441348,8,Edinburgh to Prestonpans,10,16,2.5
3834,-3.0883915,55.9441661,8,Edinburgh to Prestonpans,10,16,2.5
3835,-3.0882331,55.9442169,8,Edinburgh to Prestonpans,10,16,2.5
3836,-3.0881114,55.9442416,8,Edinburgh to Prestonpans,10,16,2.5
3837,-3.0880513,55.9442654,8,Edinburgh to Prestonpans,10,16,2.5
3838,-3.087998,55.944295,8,Edinburgh to Prestonpans,10,16,2.5
3839,-3.0878794,55.9443424,8,Edinburgh to Prestonpans,10,16,2.5
3840,-3.0877604,55.9443859,8,Edinburgh to Prestonpans,10,16,2.5
3841,-3.087625,55.9444549,8,Edinburgh to Prestonpans,10,16,2.5
3842,-3.087491,55.9445195,8,Edinburgh to Prestonpans,10,16,2.5
3843,-3.0874233,55.9445493,8,Edinburgh to Prestonpans,10,16,2.5
3844,-3.0873631,55.9445723,8,Edinburgh to Prestonpans,10,16,2.5
3845,-3.0873,55.9445934,8,Edinburgh to Prestonpans,10,16,2.5
3846,-3.0872389,55.9446092,8,Edinburgh to Prestonpans,10,16,2.5
3847,-3.0871603,55.944625,8,Edinburgh to Prestonpans,10,16,2.5
3848,-3.0870874,55.9446358,8,Edinburgh to Prestonpans,10,16,2.5
3849,-3.087022,55.9446425,8,Edinburgh to Prestonpans,10,16,2.5
3850,-3.0869605,55.9446464,8,Edinburgh to Prestonpans,10,16,2.5
3851,-3.0868645,55.9446493,8,Edinburgh to Prestonpans,10,16,2.5
3852,-3.0867767,55.9446487,8,Edinburgh to Prestonpans,10,16,2.5
3853,-3.0865538,55.9446365,8,Edinburgh to Prestonpans,10,16,2.5
3854,-3.086443,55.9446339,8,Edinburgh to Prestonpans,10,16,2.5
3855,-3.0861916,55.9446372,8,Edinburgh to Prestonpans,10,16,2.5
3856,-3.0855024,55.9446181,8,Edinburgh to Prestonpans,10,16,2.5
3857,-3.0853806,55.9446175,8,Edinburgh to Prestonpans,10,16,2.5
3858,-3.0849862,55.9446085,8,Edinburgh to Prestonpans,10,16,2.5
3859,-3.0847721,55.9446117,8,Edinburgh to Prestonpans,10,16,2.5
3860,-3.0845712,55.9446183,8,Edinburgh to Prestonpans,10,16,2.5
3861,-3.084195,55.944626,8,Edinburgh to Prestonpans,10,16,2.5
3862,-3.0840592,55.9446386,8,Edinburgh to Prestonpans,10,16,2.5
3863,-3.083952,55.944673,8,Edinburgh to Prestonpans,10,16,2.5
3864,-3.083761,55.944771,8,Edinburgh to Prestonpans,10,16,2.5
3865,-3.083646,55.944804,8,Edinburgh to Prestonpans,10,16,2.5
3866,-3.0832986,55.9448435,8,Edinburgh to Prestonpans,10,16,2.5
3867,-3.0830302,55.9448805,8,Edinburgh to Prestonpans,10,16,2.5
3868,-3.0828352,55.9449133,8,Edinburgh to Prestonpans,10,16,2.5
3869,-3.0825811,55.9449621,8,Edinburgh to Prestonpans,10,16,2.5
3870,-3.0824906,55.9449724,8,Edinburgh to Prestonpans,10,16,2.5
3871,-3.082391,55.944978,8,Edinburgh to Prestonpans,10,16,2.5
3872,-3.0823146,55.944979,8,Edinburgh to Prestonpans,10,16,2.5
3873,-3.0822266,55.9449675,8,Edinburgh to Prestonpans,10,16,2.5
3874,-3.0820624,55.9449371,8,Edinburgh to Prestonpans,10,16,2.5
3875,-3.0820025,55.9449428,8,Edinburgh to Prestonpans,10,16,2.5
3876,-3.0819392,55.9449568,8,Edinburgh to Prestonpans,10,16,2.5
3877,-3.081865,55.9449785,8,Edinburgh to Prestonpans,10,16,2.5
3878,-3.0814544,55.9451359,8,Edinburgh to Prestonpans,10,16,2.5
3879,-3.0812441,55.9452484,8,Edinburgh to Prestonpans,10,16,2.5
3880,-3.0810747,55.9453464,8,Edinburgh to Prestonpans,10,16,2.5
3881,-3.0809786,55.9453829,8,Edinburgh to Prestonpans,10,16,2.5
3882,-3.0806847,55.9453893,8,Edinburgh to Prestonpans,10,16,2.5
3883,-3.0806179,55.9453855,8,Edinburgh to Prestonpans,10,16,2.5
3884,-3.0805769,55.9453789,8,Edinburgh to Prestonpans,10,16,2.5
3885,-3.0805383,55.9453678,8,Edinburgh to Prestonpans,10,16,2.5
